,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
3066,s3067,TV Show,Mia and Me,Unknown,"rosabell laurenti sellers, adrian moore, saphia stoney, josephine benini, andrew craig, tajja isen, rod wilson, linda ballantyne, jonathan wilson, elizabeth hanna, norma dell'agnese","Netherlands, Germany, Italy, Canada",2020-01-01,2017.0,TV-Y7,2 Seasons,Kids' TV,"A mysterious gift from her late parents sends 12-year-old Mia into an enchanted world of elves, unicorns and an evil queen named Panthea."
3067,s3068,TV Show,"Nisman: The Prosecutor, the President, and the Spy",Justin Webster,unknown,"Spain, Germany, Denmark, United States",2020-01-01,2020.0,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows","This docuseries details the suspicious death of Alberto Nisman, investigator of the 1994 bombing of the Argentine Israelite Mutual Association building."
3068,s3069,Movie,Pan's Labyrinth,Guillermo del Toro,"ivana baquero, sergi lópez, maribel verdú, doug jones, ariadna gil, álex angulo, manolo solo, césar vea, roger casamajor, sergi lopez","Mexico, Spain",2020-01-01,2006.0,R,119 min,"Dramas, International Movies, Sci-Fi & Fantasy",Young Ofelia meets a mythical faun who claims she is destined to become princess of the Underworld. But first she must carry out three perilous tasks.
3069,s3070,Movie,Pokémon the Movie: Power of Us,Tetsuo Yajima,"gim yeong-seon, ikue otani, o inseong, i sen-ho, jeong-shin woo, sarah natochenny",Japan,2020-01-01,2018.0,TV-Y7,98 min,"Anime Features, Children & Family Movies","Ash and Pikachu journey to Fula City for its Wind Festival. When disaster looms, they must work together with a group of misfits to save the day!"
3070,s3071,Movie,Posesif,Edwin,"putri marino, adipati dolken, gritte agatha, chicco kurniawan, yayu unru, cut mini theo, ismail basbeth, maulidina k. putri",Indonesia,2020-01-01,2017.0,TV-MA,102 min,"Dramas, International Movies, Romantic Movies",A student diver risks her scholastic future and relationship with her father when she dates a moody transfer student consumed by their romance.
3071,s3072,TV Show,Reply 1988,Unknown,"lee hye-ri, park bo-gum, ryu jun-yeol, ko kyoung-pyo, lee dong-hwi, ryu hye-young, sung dong-il, lee il-hwa",South Korea,2020-01-01,2015.0,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Take a nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in Seoul.
3072,s3073,Movie,Riot,John Lyde,"matthew reese, dolph lundgren, danielle chuchran, chuck liddell, michael flynn, renny grames, eve mauro, melanie stone, michaela mcallister, amy sturdivant",Unknown,2020-01-01,2015.0,TV-MA,88 min,Action & Adventure,"Seeking vengeance for the murder of his wife, a cop robs a bank in order to be thrown into prison with the Russian kingpin who ruined his life."
3073,s3074,Movie,Road Trip: Beer Pong,Steve Rash,"nestor aaron absera, julianna guill, preston jones, julia levy-boeken, danny pudi, michael trotter, daniel newman, dj qualls",United States,2020-01-01,2009.0,R,97 min,Comedies,"When three college pals hit the road to compete in a big-time beer pong tournament, their trip morphs into an outrageous odyssey."
3074,s3075,TV Show,Save Me,Unknown,"taecyeon, seo ye-ji, cho seong-ha, woo do‑hwan, son byung-ho, kim kwang-gyoo, yun yoo-sun, park ji-young, jeong hae-gyoon, jang hyeok-jin",South Korea,2020-01-01,2017.0,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",Four young men come to the rescue of a former classmate whose family has been sucked into the clutches of a religious cult and its charismatic leader.
3075,s3076,TV Show,Spinning Out,Unknown,"kaya scodelario, january jones, will kemp, willow shields, evan roderick, david james elliott, sarah wright olsen, svetlana efremova, amanda zhou, mitchell edwards, kaitlyn leeb, johnny weir",United States,2020-01-01,2020.0,TV-MA,1 Season,TV Dramas,"A figure skating Olympic hopeful struggles to balance love, family and fragile mental health as her dream of winning takes a dizzying hold."
3076,s3077,TV Show,The Bride of Habaek,Unknown,"shin sae-kyeong, nam joo-hyuk, lim ju-hwan, krystal jung, gong myoung, lee gyoung-young, yang dong-geun",South Korea,2020-01-01,2017.0,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","When a quest for divine stones in the human world goes awry, the water god Habaek seeks help from a psychiatrist predestined to serve him."
3077,s3078,Movie,Aaviri,Ravi Babu,"ravi babu, neha chauhan, sri muktha, bharani shankar, mukhtar khan, priya",India,2019-12-31,2019.0,TV-14,110 min,"Horror Movies, International Movies, Thrillers","After losing their first child in an accident, a couple moves to a palatial home, where their young daughter comes under the spell of an eerie spirit."
3078,s3079,Movie,Albert Pinto Ko Gussa Kyun Aata Hai?,Soumitra Ranade,"nandita das, manav kaul, saurabh shukla, kishore kadam, omkar das manikpuri, amarjeet amle, yusuf hussain, sushma bakshi",India,2019-12-31,2019.0,TV-MA,85 min,"Dramas, Independent Movies, International Movies","As the police investigate his disappearance, a young man heads to Goa to carry out an act of vengeance fueled by years of pent-up anger toward society."
3079,s3080,TV Show,ARASHI's Diary -Voyage-,Unknown,arashi,Japan,2019-12-31,2019.0,TV-PG,1 Season,"Docuseries, International TV Shows","Twenty years after their debut, join the beloved members of Arashi on a new journey as they showcase their lives, talents and gifts to the world."
3080,s3081,Movie,Benchwarmers 2: Breaking Balls,Jon Rosenbaum,"chris klein, jon lovitz, chelsey reist, lochlyn munro, liam hughes, jill morrison, zak santiago, garfield wilson, jonathan silverman",United States,2019-12-31,2019.0,PG-13,90 min,"Comedies, Sports Movies",A rookie lawyer with an emasculating past in baseball can break into the legal world only if he manages a law firm's ragtag company softball team.
3081,s3082,Movie,How High 2,Bruce Leddy,"lil yachty, d.c. young fly, alyssa goss, deray davis, mary lynn rajskub, blac youngsta, lil baby, nene leakes, mike epps, al shearer",United States,2019-12-31,2019.0,TV-MA,89 min,Comedies,"When a pair of friends uncover a weed Bible, their magical stash gets stolen, sending them on a pot-fueled quest through Atlanta to find it."
3082,s3083,TV Show,Occupied,Unknown,"henrik mestad, ane dahl torp, ingeborga dapkunaite, eldar skar, ragnhild gudbrandsen, kristin braut-solheim","Norway, Sweden",2019-12-31,2019.0,TV-MA,3 Seasons,"International TV Shows, TV Dramas, TV Thrillers","In the near future, Russia initiates a ""silk glove"" invasion of Norway to restart oil production, but soon uncertainty, chaos and danger erupt."
3083,s3084,TV Show,Pucca: Love Recipe,Unknown,"jeonghwa yang, yongwoo shin, doug erholtz, melissa fahn, karen strassman, kirk thornton, spike spencer",Unknown,2019-12-31,2018.0,TV-Y7,1 Season,"Kids' TV, Korean TV Shows","Faced with a threat to the survival of her family restaurant, as well as a rival for Garu's heart, Pucca fights for all that she loves."
3084,s3085,TV Show,Rainbow Ruby,Unknown,"alyssya swales, shannon chan-kent, brian drummond, olivia charles, kate higgins, johnny yong bosch","South Korea, Canada, United States, China",2019-12-31,2016.0,TV-Y,1 Season,Kids' TV,"Ruby makes magical journeys with her teddy bear Choco to Rainbow Village, where her toys come to life – and where there's always a problem to solve!"
3085,s3086,TV Show,Robot Trains,Unknown,"bill rogers, carrie savage, ken spassione, angela mulligan, mark szabo, daniel j. edwards, mike pollock, anthony salerno",South Korea,2019-12-31,2018.0,TV-Y7,2 Seasons,"Kids' TV, Korean TV Shows","Keeping peace and safety in Train World is no easy task, but for five trains with the power to transform into robots, every crisis is an adventure!"
3086,s3087,TV Show,The Degenerates,Unknown,"big jay oakerson, brad williams, yamaneika saunders, liza  treyger, joey diaz, christina pazsitzky",Unknown,2019-12-31,2019.0,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.
3087,s3088,TV Show,Yanxi Palace: Princess Adventures,Unknown,"wang herun, wang yizhe, wang yuwei, xu xiaonuo, wu jinyan, nie yuan",China,2019-12-31,2019.0,TV-14,1 Season,"International TV Shows, TV Dramas",A determined Qing dynasty princess contends with palace intrigue and a vendetta against her family while navigating the treacherous terrain of romance.
3088,s3089,TV Show,The Disastrous Life of Saiki K.: Reawakened,Unknown,"hiroshi kamiya, daisuke ono, nobunaga shimazaki, satoshi hino, natsuki hanae, ai kayano, yukari tamura, maaya uchida, yoshimasa hosoya, masaya matsukaze, tomoaki maeno, kenji nojima, mitsuo iwata, rikako aikawa, yuki kaji, eri kitamura, m・a・o, kensho ono, kohsuke toriumi, nao toyama",Japan,2019-12-30,2019.0,TV-14,1 Season,"Anime Series, International TV Shows","Kusuo and his gaggle of self-proclaimed friends are back for more psychic mishaps. If he didn't have enough problems before, he's got even more now."
3089,s3090,Movie,Hot Gimmick: Girl Meets Boy,Yuki Yamato,"miona hori, hiroya shimizu, shotaro mamiya, mizuki itagaki, hiyori sakurada, kaisei kamimura, ai yoshikawa, ryohei shima, asuka kurosawa, kazuya takahashi, takashi sorimachi, riho yoshioka",Japan,2019-12-28,2019.0,TV-MA,120 min,"Dramas, International Movies","A quiet teen's life is shaken up when she's forced to be her arrogant neighbor's slave. He loves her, but they both have a lot to learn about trust."
3090,s3091,Movie,Blitz Patrollie,Andrew Wessels,"joey rasdien, david kau, david kibuuka, chris forrest, santhiran moonsamy, quentin krog, kaseran pillay, mabutho sithole, mel miller, kagiso lediga, craig urbani",South Africa,2019-12-27,2013.0,TV-MA,102 min,"Action & Adventure, Comedies, International Movies","Caught between family pressures and small-time crime-fighting, a pair of bumbling cops tries to bust a massive drug deal and go down in history."
3091,s3092,Movie,"El Pepe, a Supreme Life",Emir Kusturica,"josé mujica, emir kusturica","Argentina, Uruguay, Serbia",2019-12-27,2018.0,TV-14,73 min,"Documentaries, International Movies","In this intimate documentary, former Uruguayan President José ""Pepe"" Mujica talks about lessons he learned while in prison, his ideals and the future."
3092,s3093,TV Show,Kevin Hart: Don’t F**k This Up,Unknown,unknown,United States,2019-12-27,2019.0,TV-MA,1 Season,Docuseries,"Amid turmoil in his career and marriage, comedian and film star Kevin Hart opens up about his personal breakthroughs as he navigates crises and fame."
3093,s3094,Movie,The Vendor,Odunlade Adekola,"odunlade adekola, jide kosoko, adunni ade, eniola ajao, ireti osayemi, kayode olaseinde, tunde bernard, bolaji amusan",Unknown,2019-12-27,2018.0,TV-MA,103 min,"Comedies, International Movies",A newspaper seller bemoans his lack of success but is undermined by his own laziness when he gets a better job as a driver and finds his rich father.
3094,s3095,Movie,The App,Elisa Fuksas,"vincenzo crea, jessica cressy, greta scarano, maya sansa, abel ferrara, anita kravos",Italy,2019-12-26,2019.0,TV-MA,79 min,"Dramas, Independent Movies, International Movies","While in Rome to shoot his first movie, actor and industrial heir Nick becomes obsessed with a dating app that sends him into a self-destructive spiral."
3095,s3096,TV Show,The Bonfire of Destiny,Unknown,"audrey fleurot, julie de bona, camille lou, gilbert melki, josiane balasko, antoine duléry, florence pernel, théo fernandez, victor meutelet, françois-david cardonnel, stéphane guillon, aurélien wiik, gilles cohen",France,2019-12-26,2019.0,TV-MA,1 Season,"International TV Shows, TV Dramas","After a devastating fire in 1897 Paris, three women find their lives upended by betrayals, deceptions and romantic turmoil. Inspired by real events."
3096,s3097,TV Show,You,Lee Toland Krieger,"penn badgley, elizabeth lail, shay mitchell, john stamos, luca padovan, zach cherry",United States,2019-12-26,2019.0,TV-MA,2 Seasons,"Crime TV Shows, Romantic TV Shows, TV Dramas","Obsessed with an aspiring writer, a charming bookstore manager goes to extreme measures to insert himself into her life."
3097,s3098,Movie,Doom: Annihilation,Tony Giglio,"amy manson, dominic mafham, luke allen-gale, james weber brown, clayton adams, nina bergman, amer chadha-patel, gavin brocker, chidi ajufo, hari dhillon, katrina nare",United States,2019-12-25,2019.0,R,97 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","When a swarm of soul-stealing demons invades a Martian moon, a group of elite space Marines must obliterate the beasts to save Earth."
3098,s3099,Movie,Fireworks,"Akiyuki Shinbo, Nobuyuki Takeuchi","yuki kaji, nobuo tobita, michiko neya, mitsuru miyamoto, fumihiko tachiki, shintaro asanuma, takahiro sakurai, kana hanazawa, toshiyuki toyonaga, suzu hirose, shinichiro miki, mamoru miyano, takako matsu, masaki suda",Japan,2019-12-25,2017.0,TV-PG,91 min,"Anime Features, Romantic Movies","Middle schooler Nazuna desperately wants to run away with her classmate Norimichi, who somehow turns back time on this fateful summer's day."
3099,s3100,Movie,Grand-Daddy Day Care,Ron Oliver,"danny trejo, reno wilson, margaret avery, barry bostwick, julia duffy, anthony gonzalez, linda gray, james hong, hal linden, alec mapa",United States,2019-12-25,2019.0,PG-13,96 min,"Children & Family Movies, Comedies",A frustrated novelist with money problems opens an unsanctioned senior center at his house to make quick cash and occupy his cumbersome father-in-law.
3100,s3101,Movie,Jarhead: Law of Return,Don Michael Paul,"amaury nolasco, devon sawa, robert patrick, jeff pierre, ben cross, amos tamam, yael eitan, tsahi halevi","Israel, United States",2019-12-25,2019.0,R,103 min,"Action & Adventure, Dramas","When a U.S. senator’s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home."
3101,s3102,Movie,MFKZ,"Shojiro Nishimi, Guillaume Renard","kenn michael, vince staples, dino andrade, michael chiklis, giancarlo esposito, jorge gutierrez, dascha polanco, rza, danny trejo, antonio alvarez","France, Japan",2019-12-25,2017.0,R,95 min,"Action & Adventure, Comedies, International Movies",Mysterious goons chase teenage slacker Angelino through chaotic Dark Meat City as he uncovers secret powers that could be the key to saving the world.
3102,s3103,Movie,Sweetheart,J.D. Dillard,"kiersey clemons, emory cohen, hanna mangan lawrence, andrew crawford, benedict samuel",United States,2019-12-25,2019.0,PG-13,83 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",A woman shipwrecked on a remote island discovers she’s not alone and begins a fight for survival against a deadly presence that emerges each night.
3103,s3104,TV Show,CAROLE & TUESDAY,Unknown,"miyuri shimabukuro, kana ichinose, akio otsuka, miyu irino, sumire uesaka, hiroshi kamiya, mamoru miyano, kenyu horiuchi, tomoko miyadera, takahiro sakurai, maaya sakamoto, hiroki yasumoto",Japan,2019-12-24,2019.0,TV-MA,2 Seasons,"Anime Series, International TV Shows, Teen TV Shows","Part-timer Carole meets rich girl Tuesday, and each realizes they've found the musical partner they need. Together, they just might make it."
3104,s3105,Movie,Como caído del cielo,Pepe Bojórquez,"omar chaparro, ana claudia talancón, stephanie cayo, yare santana, angélica maría, manuel 'flaco' ibáñez, laura de ita",Mexico,2019-12-24,2019.0,TV-14,117 min,"Comedies, International Movies, Music & Musicals","To earn his place in heaven, legendary Mexican actor-singer Pedro Infante is sent back to Earth in an impersonator's body to mend his womanizing ways."
3105,s3106,Movie,John Mulaney & The Sack Lunch Bunch,Rhys Thomas,"john mulaney, alexander bello, tyler bourke, ava briglia, cordelia comando, camille de la cruz, oriah elgrabli, jake ryan flynn, orson hong, isabella iannelli, jacob laval, suri marrero, zell steele morrow, jonah mussolino, lexi perkel, linder sutton",United States,2019-12-24,2019.0,TV-PG,70 min,"Children & Family Movies, Comedies","John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special."
3106,s3107,TV Show,Lost in Space,Unknown,"molly parker, toby stephens, max jenkins, taylor russell, mina sundwall, parker posey, ignacio serricchio",United States,2019-12-24,2019.0,TV-PG,2 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers."
3107,s3108,Movie,Jacob's Ladder,David M. Rosenthal,"michael ealy, jesse williams, nicole beharie, guy burnet, joseph sikora, karla souza, ritchie coster, jon eyez",United States,2019-12-22,2019.0,R,90 min,Thrillers,"After being reunited with a brother he thought was killed in combat, a former army medic begins to experience violent, paranoid visions."
3108,s3109,TV Show,Private Practice,Unknown,"kate walsh, tim daly, audra mcdonald, paul adelstein, taye diggs, amy brenneman, kadee strickland, chris lowell, brian benben",United States,2019-12-22,2012.0,TV-14,6 Seasons,"TV Comedies, TV Dramas","At Oceanside Wellness Center, Dr. Addison Montgomery deals with competing personalities in the new world of holistic medicine."
3109,s3110,Movie,Back of the Net,Louise Alston,"sofia wylie, tiarnie coupland, trae robin, gemma chua-tran, ashleigh ross, yasmin honeychurch, raj labade, christopher kirby, melissa bonne, kate box",Australia,2019-12-21,2019.0,TV-Y,86 min,"Children & Family Movies, Sports Movies",An American science geek ready to spend a summer at sea accidentally ends up at an Australian soccer academy and is forced to kick it with the locals.
3110,s3111,Movie,Lost in London,Sunkanmi Adebayo,"ime bishop umoh, alexx ekubo, stanley chibunna, ella betts, adi lev, kemi olofinmakin",Nigeria,2019-12-21,2017.0,TV-PG,86 min,"Comedies, International Movies","Nigerian students Okon and Bona experience culture shock – several shocks, really – after being selected for an exchange program in London."
3111,s3112,TV Show,Agent,Unknown,"khumbulani kay sibiya, sisanda henna, tarynn wyngaard, anthony oseyemi, virgile bramly, manie malone, yannick konnan, vinaya sungkur, michaella russell, thabo malema","Mauritius, South Africa",2019-12-20,2019.0,TV-MA,1 Season,"International TV Shows, TV Dramas","A former footballer tries to make it as a player agent in the world of African soccer, but a secret from his past threatens to destroy everything."
3112,s3113,Movie,Being Mrs Elliot,Omoni Oboli,"omoni oboli, majid michel, ayo makun, uru eke, ime bishop umoh, lepacious bose, seun akindele, sylvia oluchy, chika chukwu",Nigeria,2019-12-20,2014.0,TV-14,113 min,"Dramas, International Movies, Romantic Movies","When a scorned wife from the city shares a cab with a troubled villager, a fiery accident forces them to live out each other's lives."
3113,s3114,Movie,Falz Experience,Falz,"falz, adunni ade, bisola aiyeola, frank donga",Unknown,2019-12-20,2018.0,TV-MA,82 min,"International Movies, Music & Musicals","Playing multiple characters, from lawyer to preacher, Nigerian artist Falz combines cinema with a concert after his successful 2017 end-of-year show."
3114,s3115,Movie,Iyore,Frank Rajah Arase,"rita dominic, joseph benjamin, okawa shaznay, paul obazele, yemi blaq, bukky wright",Nigeria,2019-12-20,2015.0,TV-PG,141 min,"Dramas, International Movies, Romantic Movies",A tragic romance unfolds during a teacher's lessons on the Benin empire after they begin to mirror her love life when her childhood love reappears.
3115,s3116,Movie,The First Lady,Omoni Oboli,"omoni oboli, alexx ekubo, chinedu ikedieze, joseph benjamin, yvonne jegede, anthony monjaro, taiwo familoni, jude chukwuka, emilyn johnson-ekpo, udoka oyeka",Unknown,2019-12-20,2015.0,TV-MA,107 min,"Dramas, International Movies","Dreaming of a better life, an imperiled prostitute crosses paths with a wealthy company heir who’s been transformed into a child by his evil uncle."
3116,s3117,Movie,The Two Popes,Fernando Meirelles,"anthony hopkins, jonathan pryce, juan minujín","United Kingdom, Italy",2019-12-20,2019.0,PG-13,126 min,Dramas,"At a key turning point for the Catholic Church, Pope Benedict XVI forms a surprising friendship with the future Pope Francis. Inspired by true events."
3117,s3118,TV Show,The Witcher,Unknown,"henry cavill, anya chalotra, freya allan, jodhi may, myanna buring, joey batey, eamon farren, mimi ndiweni, björn hlynur haraldsson, adam levy, lars mikkelsen, royce pierreson, wilson radjou-pujalte, anna shaffer","United States, Poland",2019-12-20,2019.0,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts."
3118,s3119,Movie,After the Raid,Rodrigo Reyes,unknown,"United States, Mexico",2019-12-19,2019.0,TV-PG,25 min,"Documentaries, International Movies",A large immigration raid in a small town leaves emotional fallout and hard questions for its churchgoers about what it means to love thy neighbor.
3119,s3120,TV Show,Twice Upon A Time,Unknown,"gaspard ulliel, freya mavor",France,2019-12-19,2019.0,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Months after a crushing breakup, a man receives a mysterious package that opens a portal to the past – and gives him a chance to win back his ex."
3120,s3121,TV Show,Ultraviolet,Unknown,"marta nieradkiewicz, sebastian fabijański, agata kulesza, bartłomiej topa, magdalena czerwińska, michał żurawski, marek kalita, paulina chapko, karolina chapko, viet anh do",Poland,2019-12-19,2019.0,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas",An online community of amateur sleuths use technology to solve crimes – and make quirky friends – in their quest for justice.
3121,s3122,TV Show,Don't F**k with Cats: Hunting an Internet Killer,Mark Lewis,unknown,"United Kingdom, United States",2019-12-18,2019.0,TV-MA,1 Season,"Crime TV Shows, Docuseries",A twisted criminal's gruesome videos drive a group of amateur online sleuths to launch a risky manhunt that pulls them into a dark underworld.
3122,s3123,TV Show,Soundtrack,Unknown,"paul james, callie hernandez, marianne jean-baptiste, jenna dewan, jahmil french, megan ferguson, madeleine stowe, campbell scott, isaiah givens",United States,2019-12-18,2019.0,TV-MA,1 Season,"Romantic TV Shows, TV Dramas","Love, loss and transformative luck intersect in this musical drama about two struggling artists experiencing life at full volume in Los Angeles."
3123,s3124,Movie,Ronny Chieng: Asian Comedian Destroys America!,Sebastian DiNatale,ronny chieng,United States,2019-12-17,2019.0,TV-MA,63 min,Stand-Up Comedy,"Ronny Chieng (""The Daily Show,"" ""Crazy Rich Asians"") takes center stage in this stand-up special and riffs on modern American life and more."
3124,s3125,Movie,"Sincerely Yours, Dhaka","Nuhash Humayun, Syed Ahmed Shawki, Rahat Rahman, Robiul Alam Robi, Golam Kibria Farooki, Mir Mukarram Hossain, Tanvir Ahsan, Mahmudul Islam, Abdullah Al Noor, Krishnendu Chattopadhyay, Syed Saleh Ahmed Sobhan","mostafizur noor imran, orchita sporshia, allen shubhro, shamol mawla, sarder saniat hossain, manoj kumar pramanik, trapa majumder, intekhab dinar, iresh zaker, lutfur rahman george",Bangladesh,2019-12-16,2018.0,TV-MA,136 min,"Comedies, Dramas, Independent Movies",Eleven emerging Bangladeshi filmmakers present a collection of gritty shorts centered on the capital city and the people living in its margins.
3125,s3126,Movie,The Danish Girl,Tom Hooper,"eddie redmayne, alicia vikander, ben whishaw, sebastian koch, amber heard, matthias schoenaerts, pip torrens, nicholas woodeson, emerald fennell, adrian schiller","United Kingdom, United States, Germany, Denmark, Belgium, Japan",2019-12-16,2015.0,R,120 min,"Dramas, Independent Movies, International Movies","In 1920s Denmark, married artists embark on a journey of unconditional love when the husband announces his intentions to live life as a woman."
3126,s3127,Movie,Bangistan,Karan Anshuman,"riteish deshmukh, pulkit samrat, kumud mishra, chandan roy sanyal, arya babbar, shivkumar subramaniam, tom alter, jacqueline fernandez",India,2019-12-15,2015.0,TV-14,134 min,"Comedies, Dramas, International Movies","Sent on the same deadly international mission by their rival religious factions, two men's madcap antics along the way take them hilariously off course."
3127,s3128,TV Show,Cinderella and the Four Knights,Unknown,"jung il-woo, ahn jae-hyeon, park so-dam, lee jung-shin, kim yong-geon, choi min, son na-eun",South Korea,2019-12-15,2016.0,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Catching the eye of a wealthy gentleman, spunky Ha-won gets hired to live with his three immature grandsons so she can whip them into shape."
3128,s3129,TV Show,Cocomong,Unknown,"jung sun-hye, yang jeong-hwa, kim jang, ryoo jeom-hee, hong bum-ki, shin yong-woo",United States,2019-12-15,2015.0,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows","What's in your fridge? In sunny Refrigerator Land, everyday ingredients transform into animal friends who love a good adventure."
3129,s3130,TV Show,Crash Landing on You,Unknown,"hyun bin, son ye-jin, seo ji-hye, kim jung-hyun, oh man-seok, kim young-min, kim jung-nan, kim sun-young, hwangwoo seul-hye",South Korea,2019-12-15,2019.0,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A paragliding mishap drops a South Korean heiress in North Korea – and into the life of an army officer, who decides he will help her hide."
3130,s3131,TV Show,"Crazy, Lovely, Cool",Obi Emelonye,"enyinna nwigwe, adesua etomi, uru eke, zynnell zuh, obi okolie, anthony monjaro, emmanuel emelu, chinonye chidolue, lorenzo menakaya, king bawa",Nigeria,2019-12-15,2018.0,TV-MA,1 Season,"International TV Shows, TV Dramas","For a group of charismatic undergraduates, the jolting revelations from a campus blog turn surviving university life into a serious matter."
3131,s3132,Movie,Dil Chahta Hai,Farhan Akhtar,"aamir khan, saif ali khan, akshaye khanna, preity zinta, sonali kulkarni, dimple kapadia, ayub khan, rajat kapoor, suhasini mulay, ahmed khan",India,2019-12-15,2001.0,TV-14,185 min,"Comedies, Dramas, International Movies","Inseparable childhood friends Akash, Sameer and Siddharth are just out of college. Nothing comes between them – until they each fall in love."
3132,s3133,Movie,Dil Dhadakne Do,Zoya Akhtar,"anil kapoor, priyanka chopra, ranveer singh, anushka sharma, farhan akhtar, shefali shah, rahul bose, parmeet sethi, vikrant massey, zarina wahab, aamir khan",India,2019-12-15,2015.0,TV-MA,174 min,"Comedies, Dramas, International Movies","While hosting a shipboard holiday for relatives and friends, a wealthy but dysfunctional family must face the ugly truths under their flawless facade."
3133,s3134,Movie,Don,Farhan Akhtar,"shah rukh khan, priyanka chopra, arjun rampal, isha koppikar, kareena kapoor, boman irani, om puri, pavan malhotra",India,2019-12-15,2006.0,TV-14,169 min,"Action & Adventure, International Movies","A ruthless crime boss and drug lord is nabbed and held captive by the authorities, who send his naïve look-alike to infiltrate the man's gang."
3134,s3135,Movie,Don 2,Farhan Akhtar,"shah rukh khan, priyanka chopra, boman irani, lara dutta, kunal kapoor, om puri, alyy khan, nawab shah","India, Germany",2019-12-15,2011.0,TV-14,148 min,"Action & Adventure, International Movies, Music & Musicals","With Asia under his complete control, criminal mastermind Don turns to Europe, battling the mob bosses of each nation along the way."
3135,s3136,Movie,Fukrey,Mrighdeep Singh Lamba,"pulkit samrat, manjot singh, ali fazal, varun sharma, richa chadda, priya anand, vishakha singh, pankaj tripathi",India,2019-12-15,2013.0,TV-14,135 min,"Action & Adventure, Comedies, Dramas",Four young male friends tackle the challenges and unexpected catastrophes of growing up clueless in this music-packed Bollywood teen drama.
3136,s3137,Movie,Game,Abhinay Deo,"abhishek bachchan, kangana ranaut, anupam kher, boman irani, jimmy shergill, shahana goswami, gauhar khan, sarah-jane dias",India,2019-12-15,2011.0,TV-14,135 min,"International Movies, Thrillers","A tycoon accuses three strangers of killing his daughter but mysteriously dies before he can expose them, sparking a tangled hunt for the real culprit."
3137,s3138,TV Show,Girls und Panzer,Tsutomu Mizushima,"mai fuchigami, ai kayano, mami ozaki, ikumi nakagami, yuka iguchi, misato fukuen, mikako takahashi, kana ueda",Japan,2019-12-15,2012.0,TV-PG,1 Season,"Anime Series, International TV Shows",Miho Nishizumi tries to escape her family's tradition of tankery by enrolling at a new high school. Instead she gets back into the sport with friends.
3138,s3139,Movie,Holy Expectations,Fernando Ayllón,"adriana botina, fernando ramos, isabella sierra, joavany álvarez, christian lópez, omar murillo, nelson polanía, carlos barbosa, josé manuel ospina, aída morales",Unknown,2019-12-15,2019.0,TV-14,89 min,"Children & Family Movies, Comedies, International Movies","With a short life expectancy, a young girl uses faith and her vivid imagination to navigate adversity and create a story that impacts all around her."
3139,s3140,Movie,Honeymoon Travels Pvt. Ltd.,Reema Kagti,"shabana azmi, boman irani, abhay deol, minissha lamba, kay kay menon, raima sen, sandhya mridul, vikram chatwal, ameesha patel, karan khanna, diya mirza, ranvir shorey",India,2019-12-15,2007.0,TV-14,119 min,"Comedies, Dramas, International Movies",This offbeat comedy-drama follows six quirky newlywed couples as they set off on a bus from Mumbai to Goa on their honeymoons.
3140,s3141,Movie,Isoken,Jadesola Osiberu,"dakore akande, joseph benjamin, marc rhys, funke akindele, lydia forson, damilola adegbite, tina mba, patrick doyle",Nigeria,2019-12-15,2017.0,TV-14,98 min,"Comedies, International Movies, Romantic Movies","Single at 34, Isoken is maneuvered by her mother toward a relationship with a black entrepreneur but finds herself drawn to a white photojournalist."
3141,s3142,Movie,Karthik Calling Karthik,Vijay Lalwani,"farhan akhtar, deepika padukone, ram kapoor, vivan bhatena, vipin sharma, yatin karyekar, shefali shah",India,2019-12-15,2010.0,TV-14,135 min,"Dramas, International Movies, Thrillers","Unlucky in love and bullied at work, an office drone is resigned to his dead-end life until it’s transformed by mysterious calls from … himself."
